Title,Severity,OWASP Category,CWE,Confidence,Affected URL,Status Code,Lifecycle Status,Validation Status,Evidence,Description,Recommendation
Weak Content Security Policy,Medium,A03: Injection,CWE-79,High,https://nexuslogixx.com/privacy,200,Existing,Observed,default-src 'self'; script-src 'self' 'unsafe-inline' https://cdn.jsdelivr.net https://unpkg.com https://maps.googleapis.com https://challenges.cloudflare.com; style-src 'self' 'unsafe-inline' https://fonts.googleapis.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com data:; font-src 'self' data: https://fonts.gstatic.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com; img-src 'self' data: https: blob:; connect-src 'self' https://main-nexus-api-production.up.railway.app http://main-nexus-api-production.up.railway.app https://main-nexus-api-production.up.railway.app https://main-nexus-socket-production.up.railway.app http://main-nexus-socket-production.up.railway.app https://main-nexus-socket-production.up.railway.app ws://main-nexus-socket-production.up.railway.app wss://main-nexus-socket-production.up.railway.app http://localhost:3002 http://127.0.0.1:3002 http://localhost:3001 http://127.0.0.1:3001 ws://localhost:3001 ws://127.0.0.1:3001 wss://localhost:3001 wss://127.0.0.1:3001 https: wss:; frame-src 'self' https://www.google.com https://maps.google.com https://www.google.com/maps https://challenges.cloudflare.com; frame-ancestors 'none'; object-src 'none'; base-uri 'self';,"The Content-Security-Policy header contains risky directives: 'unsafe-inline', data:.","Tighten CSP directives and avoid unsafe inline script, unsafe eval, broad wildcards, and unnecessary data sources."
Information Disclosure in Header: Server,Low,A05: Security Misconfiguration,CWE-200,High,https://nexuslogixx.com/privacy,200,Existing,Observed,Server: cloudflare,The response exposes server technology information: Server: cloudflare,Remove or minimize technology/version information from HTTP response headers.
Form Uses GET Method: Form #1,Medium,A02: Cryptographic Failures,CWE-598,High,https://nexuslogixx.com/privacy,200,Existing,Observed,method=get action=https://nexuslogixx.com/privacy,A form uses the GET method. Sensitive data may appear in URLs.,Use POST for forms that send sensitive information.
Detected Frontend Library: jquery 3.7.1,Info,A06: Vulnerable and Outdated Components,CWE-1104,Low,https://nexuslogixx.com/privacy,200,Existing,Informational,/assets/js/jquery-3.7.1.min.js,The scanner detected jquery version 3.7.1 in resource: /assets/js/jquery-3.7.1.min.js,Check if this library version has known vulnerabilities and update if needed.
Missing Security Header: Strict-Transport-Security,Medium,A05: Security Misconfiguration,CWE-319,High,https://nexuslogixx.com/service,,Existing,Observed,HSTS header is missing. This helps enforce HTTPS connections.,HSTS header is missing. This helps enforce HTTPS connections.,Add Strict-Transport-Security header.
Weak Content Security Policy,Medium,A03: Injection,CWE-79,High,https://nexuslogixx.com/service,404,Existing,Observed,default-src 'self'; script-src 'self' 'unsafe-inline' https://cdn.jsdelivr.net https://unpkg.com https://maps.googleapis.com https://challenges.cloudflare.com; style-src 'self' 'unsafe-inline' https://fonts.googleapis.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com data:; font-src 'self' data: https://fonts.gstatic.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com; img-src 'self' data: https: blob:; connect-src 'self' https://main-nexus-api-production.up.railway.app http://main-nexus-api-production.up.railway.app https://main-nexus-api-production.up.railway.app https://main-nexus-socket-production.up.railway.app http://main-nexus-socket-production.up.railway.app https://main-nexus-socket-production.up.railway.app ws://main-nexus-socket-production.up.railway.app wss://main-nexus-socket-production.up.railway.app http://localhost:3002 http://127.0.0.1:3002 http://localhost:3001 http://127.0.0.1:3001 ws://localhost:3001 ws://127.0.0.1:3001 wss://localhost:3001 wss://127.0.0.1:3001 https: wss:; frame-src 'self' https://www.google.com https://maps.google.com https://www.google.com/maps https://challenges.cloudflare.com; frame-ancestors 'none'; object-src 'none'; base-uri 'self';,"The Content-Security-Policy header contains risky directives: 'unsafe-inline', data:.","Tighten CSP directives and avoid unsafe inline script, unsafe eval, broad wildcards, and unnecessary data sources."
Information Disclosure in Header: Server,Low,A05: Security Misconfiguration,CWE-200,High,https://nexuslogixx.com/service,404,Existing,Observed,Server: cloudflare,The response exposes server technology information: Server: cloudflare,Remove or minimize technology/version information from HTTP response headers.
Detected Frontend Library: jquery 3.7.1,Info,A06: Vulnerable and Outdated Components,CWE-1104,Low,https://nexuslogixx.com/service,404,Existing,Informational,/assets/js/jquery-3.7.1.min.js,The scanner detected jquery version 3.7.1 in resource: /assets/js/jquery-3.7.1.min.js,Check if this library version has known vulnerabilities and update if needed.
Missing Security Header: Strict-Transport-Security,Medium,A05: Security Misconfiguration,CWE-319,High,https://nexuslogixx.com/terms,,Existing,Observed,HSTS header is missing. This helps enforce HTTPS connections.,HSTS header is missing. This helps enforce HTTPS connections.,Add Strict-Transport-Security header.
Weak Content Security Policy,Medium,A03: Injection,CWE-79,High,https://nexuslogixx.com/terms,200,Existing,Observed,default-src 'self'; script-src 'self' 'unsafe-inline' https://cdn.jsdelivr.net https://unpkg.com https://maps.googleapis.com https://challenges.cloudflare.com; style-src 'self' 'unsafe-inline' https://fonts.googleapis.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com data:; font-src 'self' data: https://fonts.gstatic.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com; img-src 'self' data: https: blob:; connect-src 'self' https://main-nexus-api-production.up.railway.app http://main-nexus-api-production.up.railway.app https://main-nexus-api-production.up.railway.app https://main-nexus-socket-production.up.railway.app http://main-nexus-socket-production.up.railway.app https://main-nexus-socket-production.up.railway.app ws://main-nexus-socket-production.up.railway.app wss://main-nexus-socket-production.up.railway.app http://localhost:3002 http://127.0.0.1:3002 http://localhost:3001 http://127.0.0.1:3001 ws://localhost:3001 ws://127.0.0.1:3001 wss://localhost:3001 wss://127.0.0.1:3001 https: wss:; frame-src 'self' https://www.google.com https://maps.google.com https://www.google.com/maps https://challenges.cloudflare.com; frame-ancestors 'none'; object-src 'none'; base-uri 'self';,"The Content-Security-Policy header contains risky directives: 'unsafe-inline', data:.","Tighten CSP directives and avoid unsafe inline script, unsafe eval, broad wildcards, and unnecessary data sources."
Information Disclosure in Header: Server,Low,A05: Security Misconfiguration,CWE-200,High,https://nexuslogixx.com/terms,200,Existing,Observed,Server: cloudflare,The response exposes server technology information: Server: cloudflare,Remove or minimize technology/version information from HTTP response headers.
Form Uses GET Method: Form #1,Medium,A02: Cryptographic Failures,CWE-598,High,https://nexuslogixx.com/terms,200,Existing,Observed,method=get action=https://nexuslogixx.com/terms,A form uses the GET method. Sensitive data may appear in URLs.,Use POST for forms that send sensitive information.
Detected Frontend Library: jquery 3.7.1,Info,A06: Vulnerable and Outdated Components,CWE-1104,Low,https://nexuslogixx.com/terms,200,Existing,Informational,/assets/js/jquery-3.7.1.min.js,The scanner detected jquery version 3.7.1 in resource: /assets/js/jquery-3.7.1.min.js,Check if this library version has known vulnerabilities and update if needed.
Possible Exposed Sensitive Path: /dashboard,High,A05: Security Misconfiguration,CWE-538,Medium,https://nexuslogixx.com/dashboard,200,Existing,Needs Manual Validation,HTTP 200 https://nexuslogixx.com/dashboard,The path /dashboard returned HTTP 200 OK.,Restrict access to sensitive files and directories.
Possible Public Access to Protected Page: /dashboard,Medium,A01: Broken Access Control,CWE-284,Medium,https://nexuslogixx.com/dashboard,200,Existing,Needs Manual Validation,HTTP 200 https://nexuslogixx.com/dashboard,The path /dashboard returned HTTP 200 OK without authentication.,Verify if this page should require authentication.
Protected API Endpoint Present: /api/Users,Info,A01: Broken Access Control,CWE-284,Low,https://nexuslogixx.com/api/Users,401,Existing,Informational,HTTP 401 https://nexuslogixx.com/api/Users,A sensitive-looking API endpoint exists and denied unauthenticated access.,Keep this endpoint covered by authorization regression tests.
